Conta,Unidade,Mês,Valor
Ingreso Bruto,AGS,IRA,41213.98545
Ingreso Bruto,AGS,IRA,34905.36414000001
Ingreso Bruto,AGS,IRA,40905.69156000001
Ingreso Bruto,AGS,IRA,32120.84558999999
Ingreso Bruto,AGS,IRA,47177.86165000001
Ingreso Bruto,AGS,IRA,45555.85943000001
Ingreso Bruto,AGS,IRA,47608.68973000001
Ingreso Bruto,AGS,IRA,48594.680609999974
Ingreso Bruto,AGS,IRA,43808.611990000005
Ingreso Bruto,AGS,IRA,48310.76614999998
Ingreso Bruto,AGS,IRA,41693.822349999995
Ingreso Bruto,AGS,IRA,43680.97853000002
Ingreso Bruto,AGS,IRA,196323.74839000002
Ingreso Bruto,AGS,IRA,35989.93984000001
Ingreso Bruto,AGS,IRA,43611.64607
Ingreso Bruto,AGS,IRA,49658.92305999997
Ingreso Bruto,AGS,IRA,46283.64513999998
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,0.0
Ingreso Bruto,AGS,IRA,175544.15410999997
Ingreso Bruto,AGS,IRA,45073.19822428618
Ingreso Bruto,AGS,IRA,41082.81933077556
Ingreso Bruto,AGS,IRA,41897.0810365882
Ingreso Bruto,AGS,IRA,36732.46014650962
Ingreso Bruto,AGS,IRA,42931.20349786251
Ingreso Bruto,AGS,IRA,42738.979453320055
Ingreso Bruto,AGS,IRA,44531.0384621053
Ingreso Bruto,AGS,IRA,42975.673383203146
Ingreso Bruto,AGS,IRA,40557.82636000315
Ingreso Bruto,AGS,IRA,43727.36870225302
Ingreso Bruto,AGS,IRA,44176.43685714083
Ingreso Bruto,AGS,IRA,44424.409731964995
Ingreso Bruto,AGS,nan,0.0
Ingreso Bruto,AGS,IRA,36732.46014650962
Ingreso Bruto,AGS,IRA,207716.76223602204
Ingreso Bruto,AGS,IRA,0.44092237579228666
Ingreso Bruto,AGS,IRA,0.2600202914641405
Ingreso Bruto,AGS,IRA,-0.15488691321630244
Ingreso Bruto,AGS,REGIÓN 2,267750.07834999997
Ingreso Bruto,AGS,REGIÓN 2,1043668.6262699999
Ingreso Bruto,AGS,Región 1,181367.50374
Ingreso Bruto,AGS,Región 2,267750.07834999997
Ingreso Bruto,AGS,Región 3,117155.05237000005
Ingreso Bruto,AGS,Regiones,566272.63446
Ingreso Bruto,AGS,Región 1,645828.8814500002
Ingreso Bruto,AGS,Región 2,1043619.11837
Ingreso Bruto,AGS,Región 3,458757.75412
Ingreso Bruto,AGS,Regiones,2148108.3347400003
Ingresos neto,AGS,IRA,38876.95763
Ingresos neto,AGS,IRA,31413.911670000016
Ingresos neto,AGS,IRA,38478.49698
Ingresos neto,AGS,IRA,30222.74948999999
Ingresos neto,AGS,IRA,44392.91697000001
Ingresos neto,AGS,IRA,41676.32089000001
Ingresos neto,AGS,IRA,42026.41048000001
Ingresos neto,AGS,IRA,44549.89302999997
Ingresos neto,AGS,IRA,40859.512090000004
Ingresos neto,AGS,IRA,41581.27957999998
Ingresos neto,AGS,IRA,38070.059069999996
Ingresos neto,AGS,IRA,40302.11858000002
Ingresos neto,AGS,IRA,183385.03274000002
Ingresos neto,AGS,IRA,33636.804410000004
Ingresos neto,AGS,IRA,40760.438270000006
Ingresos neto,AGS,IRA,43594.11608999997
Ingresos neto,AGS,IRA,38659.57521999998
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,0.0
Ingresos neto,AGS,IRA,156650.93398999996
Ingresos neto,AGS,IRA,45073.19822428618
Ingresos neto,AGS,IRA,41082.81933077556
Ingresos neto,AGS,IRA,41897.0810365882
Ingresos neto,AGS,IRA,36732.46014650962
Ingresos neto,AGS,IRA,42931.20349786251
Ingresos neto,AGS,IRA,42738.979453320055
Ingresos neto,AGS,IRA,44531.0384621053
Ingresos neto,AGS,IRA,42975.673383203146
Ingresos neto,AGS,IRA,40557.82636000315
Ingresos neto,AGS,IRA,43727.36870225302
Ingresos neto,AGS,IRA,44176.43685714083
Ingresos neto,AGS,IRA,44424.409731964995
Ingresos neto,AGS,IRA,36732.46014650962
Ingresos neto,AGS,IRA,207716.76223602204
Ingresos neto,AGS,IRA,0.2791548046544057
Ingresos neto,AGS,IRA,0.05246354493556771
Ingresos neto,AGS,IRA,-0.24584355974120942
Ingresos neto,AGS,REGIÓN 2,218064.32005999997
Ingresos neto,AGS,REGIÓN 2,874153.2255899999
Ingresos neto,AGS,Región 1,150225.62983
Ingresos neto,AGS,Región 2,218064.32006
Ingresos neto,AGS,Región 3,103848.89267000004
Ingresos neto,AGS,Regiones,472138.84255999996
Ingresos neto,AGS,Región 1,547298.4224000002
Ingresos neto,AGS,Región 2,874103.7176900001
Ingresos neto,AGS,Región 3,404907.94085
Ingresos neto,AGS,Regiones,1826212.6617400001
Descuentos y Devoluciones,AGS,IRA,-2337.0278200000002
Descuentos y Devoluciones,AGS,IRA,-3491.452469999999
Descuentos y Devoluciones,AGS,IRA,-2427.1945800000017
Descuentos y Devoluciones,AGS,IRA,-1898.0960999999998
Descuentos y Devoluciones,AGS,IRA,-2784.944680000001
Descuentos y Devoluciones,AGS,IRA,-3879.5385400000046
Descuentos y Devoluciones,AGS,IRA,-5582.2792500000005
Descuentos y Devoluciones,AGS,IRA,-4044.787580000004
Descuentos y Devoluciones,AGS,IRA,-2949.0999000000006
Descuentos y Devoluciones,AGS,IRA,-6729.486570000002
Descuentos y Devoluciones,AGS,IRA,-3623.763280000002
Descuentos y Devoluciones,AGS,IRA,-3378.8599500000023
Descuentos y Devoluciones,AGS,IRA,-12938.715650000002
Descuentos y Devoluciones,AGS,IRA,-2353.135429999999
Descuentos y Devoluciones,AGS,IRA,-2851.2077999999988
Descuentos y Devoluciones,AGS,IRA,-6064.806970000002
Descuentos y Devoluciones,AGS,IRA,-7624.069920000001
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,-18893.22012
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,IRA,0.0
Descuentos y Devoluciones,AGS,REGIÓN 2,-49685.75828999999
Descuentos y Devoluciones,AGS,REGIÓN 2,-169515.40068
Descuentos y Devoluciones,AGS,Región 1,-31141.873910000006
Descuentos y Devoluciones,AGS,Región 2,-49685.75828999999
Descuentos y Devoluciones,AGS,Región 3,-13306.159699999998
Descuentos y Devoluciones,AGS,Regiones,-94133.7919
Descuentos y Devoluciones,AGS,Región 1,-98530.45905
Descuentos y Devoluciones,AGS,Región 2,-169515.40068
Descuentos y Devoluciones,AGS,Región 3,-53849.81327
Descuentos y Devoluciones,AGS,Regiones,-321895.673
Ingresos por Servicios Hospitalarios,AGS,IRA,41213.98434
Ingresos por Servicios Hospitalarios,AGS,IRA,34905.36407000002
Ingresos por Servicios Hospitalarios,AGS,IRA,40905.691860000006
Ingresos por Servicios Hospitalarios,AGS,IRA,32120.84474999999
Ingresos por Servicios Hospitalarios,AGS,IRA,47177.860840000016
Ingresos por Servicios Hospitalarios,AGS,IRA,45555.85877000001
Ingresos por Servicios Hospitalarios,AGS,IRA,47553.16316000001
Ingresos por Servicios Hospitalarios,AGS,IRA,48594.679669999976
Ingresos por Servicios Hospitalarios,AGS,IRA,43808.61101000001
Ingresos por Servicios Hospitalarios,AGS,IRA,48310.76453999998
Ingresos por Servicios Hospitalarios,AGS,IRA,41693.821749999996
Ingresos por Servicios Hospitalarios,AGS,IRA,43681.20448000002
Ingresos por Servicios Hospitalarios,AGS,IRA,196323.74586000002
Ingresos por Servicios Hospitalarios,AGS,IRA,35989.943380000004
Ingresos por Servicios Hospitalarios,AGS,IRA,43611.66751
Ingresos por Servicios Hospitalarios,AGS,IRA,49658.87875999997
Ingresos por Servicios Hospitalarios,AGS,IRA,46284.19822999998
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,175544.68787999995
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,IRA,0.0
Ingresos por Servicios Hospitalarios,AGS,REGIÓN 2,263863.25879999995
Ingresos por Servicios Hospitalarios,AGS,REGIÓN 2,1024354.4605499998
Ingresos por Servicios Hospitalarios,AGS,Región 1,180696.29429000002
Ingresos por Servicios Hospitalarios,AGS,Región 2,263863.25879999995
Ingresos por Servicios Hospitalarios,AGS,Región 3,104817.43527000005
Ingresos por Servicios Hospitalarios,AGS,Regiones,549376.98836
Ingresos por Servicios Hospitalarios,AGS,Región 1,645156.9993900001
Ingresos por Servicios Hospitalarios,AGS,Región 2,1024354.4605499998
Ingresos por Servicios Hospitalarios,AGS,Región 3,441089.4557900001
Ingresos por Servicios Hospitalarios,AGS,Regiones,2110600.91573
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,IRA,0.0
Ingresos por Servicios Corporativos,AGS,REGIÓN 2,-108.37944000000003
Ingresos por Servicios Corporativos,AGS,REGIÓN 2,0.0
Ingresos por Servicios Corporativos,AGS,Región 1,83.07572000000002
Ingresos por Servicios Corporativos,AGS,Región 2,-108.37944000000003
Ingresos por Servicios Corporativos,AGS,Región 3,-50.86874999999999
Ingresos por Servicios Corporativos,AGS,Regiones,-76.17247
Ingresos por Servicios Corporativos,AGS,Región 1,0.0
Ingresos por Servicios Corporativos,AGS,Región 2,0.0
Ingresos por Servicios Corporativos,AGS,Región 3,0.0
Ingresos por Servicios Corporativos,AGS,Regiones,0.0
Otros Ingresos,AGS,IRA,0.00111
Otros Ingresos,AGS,IRA,6.999999999999984e-05
Otros Ingresos,AGS,IRA,-0.00030000000000000035
Otros Ingresos,AGS,IRA,0.0008399999999999998
Otros Ingresos,AGS,IRA,0.0008100000000000006
Otros Ingresos,AGS,IRA,0.0006600000000000001
Otros Ingresos,AGS,IRA,55.52657
Otros Ingresos,AGS,IRA,0.0009400000000000004
Otros Ingresos,AGS,IRA,0.0009800000000000004
Otros Ingresos,AGS,IRA,0.0016100000000000003
Otros Ingresos,AGS,IRA,0.0006000000000000001
Otros Ingresos,AGS,IRA,-0.22595
Otros Ingresos,AGS,IRA,0.00253
Otros Ingresos,AGS,IRA,-0.003540000000000001
Otros Ingresos,AGS,IRA,-0.021440000000000004
Otros Ingresos,AGS,IRA,0.04430000000000003
Otros Ingresos,AGS,IRA,-0.55309
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,-0.53377
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,IRA,0.0
Otros Ingresos,AGS,REGIÓN 2,3889.7421000000004
Otros Ingresos,AGS,REGIÓN 2,18466.703919999996
Otros Ingresos,AGS,Región 1,87.95303
Otros Ingresos,AGS,Región 2,3889.7421000000004
Otros Ingresos,AGS,Región 3,12075.317740000002
Otros Ingresos,AGS,Regiones,16053.012870000002
Otros Ingresos,AGS,Región 1,119.10102
Otros Ingresos,AGS,Región 2,18466.703919999996
Otros Ingresos,AGS,Región 3,16196.0431
Otros Ingresos,AGS,Regiones,34781.84804
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,IRA,0.0
Ingresos por Servicios Inmobiliarios,AGS,REGIÓN 2,105.45689
Ingresos por Servicios Inmobiliarios,AGS,REGIÓN 2,847.4618000000002
Ingresos por Servicios Inmobiliarios,AGS,Región 1,500.18070000000006
Ingresos por Servicios Inmobiliarios,AGS,Región 2,105.45689
Ingresos por Servicios Inmobiliarios,AGS,Región 3,313.16811000000007
Ingresos por Servicios Inmobiliarios,AGS,Regiones,918.8057000000001
Ingresos por Servicios Inmobiliarios,AGS,Región 1,500.18070000000006
Ingresos por Servicios Inmobiliarios,AGS,Región 2,847.4618000000002
Ingresos por Servicios Inmobiliarios,AGS,Región 3,1377.92847
Ingresos por Servicios Inmobiliarios,AGS,Regiones,2725.57097
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,IRA,0.0
Ingresos y Gastos por Intereses,AGS,REGIÓN 2,0.0
Ingresos y Gastos por Intereses,AGS,REGIÓN 2,0.0
Ingresos y Gastos por Intereses,AGS,Región 1,0.0
Ingresos y Gastos por Intereses,AGS,Región 2,0.0
Ingresos y Gastos por Intereses,AGS,Región 3,0.0
Ingresos y Gastos por Intereses,AGS,Regiones,0.0
Ingresos y Gastos por Intereses,AGS,Región 1,0.0
Ingresos y Gastos por Intereses,AGS,Región 2,0.0
Ingresos y Gastos por Intereses,AGS,Región 3,0.0
Ingresos y Gastos por Intereses,AGS,Regiones,0.0
Costo de personal,AGS,IRA,-5250.42707
Costo de personal,AGS,IRA,-4920.78768
Costo de personal,AGS,IRA,-4711.082310000001
Costo de personal,AGS,IRA,-4951.6417
Costo de personal,AGS,IRA,-5683.0949
Costo de personal,AGS,IRA,-5089.571219999999
Costo de personal,AGS,IRA,-4976.090160000001
Costo de personal,AGS,IRA,-5132.712449999999
Costo de personal,AGS,IRA,-5046.15834
Costo de personal,AGS,IRA,-5311.908289999999
Costo de personal,AGS,IRA,-5095.37728
Costo de personal,AGS,IRA,-4925.083070000001
Costo de personal,AGS,IRA,-25517.03366
Costo de personal,AGS,IRA,-5736.26364
Costo de personal,AGS,IRA,-5867.174999999998
Costo de personal,AGS,IRA,-6001.074449999998
Costo de personal,AGS,IRA,-6537.2806199999995
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,0.0
Costo de personal,AGS,IRA,-24141.793709999994
Costo de personal,AGS,IRA,-6491.136355966241
Costo de personal,AGS,IRA,-6491.136355966241
Costo de personal,AGS,IRA,-6491.136355966241
Costo de personal,AGS,IRA,-6491.136355966241
Costo de personal,AGS,IRA,-6491.136355966241
Costo de personal,AGS,IRA,-6691.136355966241
Costo de personal,AGS,IRA,-6691.136355966241
Costo de personal,AGS,IRA,-6691.136355966241
Costo de personal,AGS,IRA,-6691.136355966241
Costo de personal,AGS,IRA,-6691.136355966241
Costo de personal,AGS,IRA,-6691.136355966241
Costo de personal,AGS,IRA,-6691.136355966241
Costo de personal,AGS,IRA,-6491.136355966241
Costo de personal,AGS,IRA,-32455.681779831208
Costo de personal,AGS,REGIÓN 2,-39146.2199
Costo de personal,AGS,REGIÓN 2,-140902.58113
Costo de personal,AGS,Región 1,-28477.83808
Costo de personal,AGS,Región 2,-39146.219900000004
Costo de personal,AGS,Región 3,-20277.38278
Costo de personal,AGS,Regiones,-87901.44076
Costo de personal,AGS,Región 1,-100887.20628999999
Costo de personal,AGS,Región 2,-140902.58113
Costo de personal,AGS,Región 3,-71248.24330999999
Costo de personal,AGS,Regiones,-313038.03073
Sueldos y salarios (Costo),AGS,IRA,-3067.1367400000004
Sueldos y salarios (Costo),AGS,IRA,-3016.63734
Sueldos y salarios (Costo),AGS,IRA,-2963.02793
Sueldos y salarios (Costo),AGS,IRA,-3031.49464
Sueldos y salarios (Costo),AGS,IRA,-3702.1612999999998
Sueldos y salarios (Costo),AGS,IRA,-3120.7680499999988
Sueldos y salarios (Costo),AGS,IRA,-3074.9347700000003
Sueldos y salarios (Costo),AGS,IRA,-3246.9313499999994
Sueldos y salarios (Costo),AGS,IRA,-3258.3003
Sueldos y salarios (Costo),AGS,IRA,-3208.5945699999993
Sueldos y salarios (Costo),AGS,IRA,-3296.4336
Sueldos y salarios (Costo),AGS,IRA,-3225.844
Sueldos y salarios (Costo),AGS,IRA,-15780.45795
Sueldos y salarios (Costo),AGS,IRA,-3324.46966
Sueldos y salarios (Costo),AGS,IRA,-3807.9244099999987
Sueldos y salarios (Costo),AGS,IRA,-3617.938349999998
Sueldos y salarios (Costo),AGS,IRA,-4243.47319
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,-14993.805609999996
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,IRA,0.0
Sueldos y salarios (Costo),AGS,REGIÓN 2,-24491.784099999997
Sueldos y salarios (Costo),AGS,REGIÓN 2,-87385.58148
Sueldos y salarios (Costo),AGS,Región 1,-19616.29031
Sueldos y salarios (Costo),AGS,Región 2,-24491.784099999997
Sueldos y salarios (Costo),AGS,Región 3,-13894.35084
Sueldos y salarios (Costo),AGS,Regiones,-58002.42525
Sueldos y salarios (Costo),AGS,Región 1,-68229.89291
Sueldos y salarios (Costo),AGS,Región 2,-87385.58148
Sueldos y salarios (Costo),AGS,Región 3,-47498.162480000006
Sueldos y salarios (Costo),AGS,Regiones,-203113.63687
Prestaciones (Costo),AGS,IRA,-1287.9655
Prestaciones (Costo),AGS,IRA,-1074.22395
Prestaciones (Costo),AGS,IRA,-847.4292100000001
Prestaciones (Costo),AGS,IRA,-1043.01381
